episode/count,episode/length,episode/return,eval/max_return,eval/mean_length,eval/mean_return,eval/min_return,eval/std_return,eval/step,info/alpha,info/log_prob,loss/actor,loss/alpha,loss/critic,step,time/elapsed_sec,time/fps
2763,12.884615384615385,5.223323400041473,,,,,,,0.09332090431451798,2.0,1.0362229704856873,-35.57455838012695,0.0008841182421892882,41000,89.72620820999146,456.9456440647232
2840,12.974025974025974,5.174020305071185,,,,,,,0.09101913955807686,2.0,1.0075458476543426,-35.949173568725584,0.000858039564685896,42000,92.02388453483582,456.40325022468295
2918,12.871794871794872,5.126232055800323,,,,,,,0.08877414625883102,2.0,0.9779560701847076,-36.32378877258301,0.000975280987797305,43000,93.81990170478821,458.3249312635492
2997,12.531645569620252,4.968615014708098,,,,,,,0.08658452317118645,2.0,0.9466545622348785,-36.69840396118164,0.0007189209032803774,44000,95.470942735672,460.87321167259967
3077,12.525,4.965963956325842,,,,,,,0.08444891202449799,2.0,0.9198917026519775,-37.07301913452149,0.0007088289245730266,45000,97.17085814476013,463.10180705578745
3158,12.432098765432098,4.941724655268496,,,,,,,0.08236597329378129,2.0,0.8906225950717926,-37.447634338378904,0.0006895273379050195,46000,98.99025082588196,464.6922259133508
3234,13.052631578947368,5.367966036228149,,,,,,,0.08033441171050072,2.0,0.8560570082664489,-37.82224952697754,0.0007855802971171215,47000,102.07717514038086,460.4359391349105
3309,13.373333333333333,5.610042652912635,,,,,,,0.07835295817255974,2.0,0.8064993374347686,-38.19686473083496,0.0007469613950233906,48000,104.97028160095215,457.27228000086274
3389,12.6,5.37021255766407,,,,,,,0.07642037639021873,2.0,0.7755683345794677,-38.57147991943359,0.000606265772599727,49000,106.80068969726562,458.79853528000694
3470,12.246913580246913,5.298663236678035,,,,,,,0.07453546330332755,2.0,0.7474076039791108,-38.946095108032225,0.0005393524180399254,50000,109.39345073699951,457.065753599898
3553,12.144578313253012,5.2281045083813025,56.56027331853596,12.2,52.69004000496104,51.54110716342481,1.8919678341615158,50000.0,0.07269704180955887,2.0,0.7206245818138123,-39.32071029663086,0.0005261190012097359,51000,112.51559495925903,453.2705001334853
3633,12.4,5.308556007429573,,,,,,,0.07090396359562874,2.0,0.6950886638164521,-39.69532550048828,0.0005059318405110389,52000,114.49458527565002,454.1699493893798
3714,12.358024691358025,5.304141065545121,,,,,,,0.06915511250495911,2.0,0.6731085207462311,-40.06994068908691,0.0004288978542899713,53000,116.81428813934326,453.71162076319246
3797,12.096385542168674,5.093849930672789,,,,,,,0.06744939750432968,2.0,0.6496010940074921,-40.444555877685545,0.00041299589653499423,54000,119.92553400993347,450.27942085733935
3880,12.0,4.99596294805998,,,,,,,0.06578575399518014,2.0,0.628650015592575,-40.81917106628418,0.00035746282694162804,55000,123.03143095970154,447.0402365556086
3963,12.0,4.98619170835171,,,,,,,0.06416314288973808,2.0,0.6071371440887451,-41.19378625488281,0.00032426807837327944,56000,125.21723008155823,447.2227980408551
4047,12.0,5.027044283856375,,,,,,,0.06258055502176285,2.0,0.5881155877113342,-41.56840145874023,0.00029287645255681127,57000,128.05225825309753,445.1307675288202
4130,12.012048192771084,5.162036358068803,,,,,,,0.06103700105845928,2.0,0.5600792531967163,-41.943016647338865,0.0002782968687242828,58000,131.20789623260498,442.046566291847
4213,12.0,5.138401051058809,,,,,,,0.05953151974081993,2.0,0.5374500555992127,-42.31763185119629,0.0003102761920308694,59000,134.45652604103088,438.80354295332234
4297,12.023809523809524,5.10641104288582,,,,,,,0.058063170552253726,2.0,0.5164975479841233,-42.69224703979492,0.0003148480406962335,60000,137.51516437530518,436.31551671093183
4379,12.060975609756097,5.149255330242891,,,,,,,0.05663103899359703,2.0,0.495282682299614,-43.06686221313477,0.00030167104391148317,61000,140.36248874664307,434.5890454400972
4463,12.035714285714286,5.198126260011621,,,,,,,0.05523423071205616,2.0,0.47585432350635526,-43.441477416992186,0.00023156976466998458,62000,143.53079414367676,431.9630527365225
4545,12.146341463414634,5.240394656225872,,,,,,,0.0538718748241663,2.0,0.45603235459327696,-43.81609260559082,0.00022714477113913744,63000,146.6609547138214,429.56218390185376
4626,12.345679012345679,5.335454861371835,,,,,,,0.05254312090575695,2.0,0.4395669478178024,-44.19070780944824,0.0002274294659146108,64000,148.40033507347107,431.26587260274334
4708,12.231707317073171,5.281538676643925,,,,,,,0.051247141748666764,2.0,0.42291484558582304,-44.565322998046874,0.0001721762093657162,65000,149.88211274147034,433.67416438889967
4791,12.036144578313253,5.186290926322759,,,,,,,0.049983127668499945,2.0,0.4061771939992905,-44.939938186645506,0.00015974486133200116,66000,151.39795660972595,435.9371914783168
4873,12.158536585365853,5.258197575898854,,,,,,,0.04875028999149799,2.0,0.3893575475215912,-45.31455337524414,0.00014822297121281735,67000,153.34449863433838,436.9247061139545
4953,12.45,5.38305128458785,,,,,,,0.04754786117374897,2.0,0.37276946771144864,-45.68916857910156,0.00014180029285489583,68000,155.24349975585938,438.0215603676731
5033,12.5625,5.41704397837026,,,,,,,0.046375090077519415,2.0,0.35764577448368073,-46.063783767700194,0.0001475941291137133,69000,157.08627486228943,439.249069089513
5116,12.08433734939759,5.20398936118423,,,,,,,0.04523124575614929,2.0,0.3432572544813156,-46.438398956298826,0.00016765354335075244,70000,158.94713234901428,440.39800508193383
5199,12.0,5.176472200217552,,,,,,,0.04411561334133148,2.0,0.3291101183891296,-46.81301414489746,0.00013602757974877022,71000,160.4595673084259,442.4790692818459
5282,12.0,5.180777329668596,,,,,,,0.04302749845385551,2.0,0.3139734092950821,-47.18762933349609,0.00010820940061239526,72000,161.96488857269287,444.54079297368855
5366,12.0,5.18631849694164,,,,,,,0.04196622267365455,2.0,0.29940505683422086,-47.562244537353514,9.852243392379023e-05,73000,163.73083686828613,445.8537035312726
5449,12.0,5.18355641249007,,,,,,,0.040931122958660124,2.0,0.28537093007564546,-47.93685972595215,9.602825125330128e-05,74000,165.52274584770203,447.0684655514815
5532,12.0,5.180921120507173,,,,,,,0.03992155419290066,2.0,0.27157027876377104,-48.31147492980957,9.971587164909579e-05,75000,167.23818922042847,448.46216255753745
5616,12.0,5.1796034820964865,,,,,,,0.0389368863850832,2.0,0.25822551947832106,-48.6860901184082,9.520278259878978e-05,76000,168.70802688598633,450.48241866619156
5699,12.0,5.1726905872479385,,,,,,,0.03797650510072708,2.0,0.24565372323989867,-49.06070529174805,0.00010519927262794227,77000,170.4501438140869,451.74499872517157
5782,12.0,5.167418046408004,,,,,,,0.03703981234133243,2.0,0.23283678179979325,-49.43532049560547,8.207044485607184e-05,78000,172.2637255191803,452.79410836447556
5866,12.0,5.174658145085341,,,,,,,0.036126223132014273,2.0,0.22047203356027603,-49.8099356842041,8.095594083715696e-05,79000,174.09467768669128,453.7760777625379
5949,12.036144578313253,5.185921585399249,,,,,,,0.035235166698694226,2.0,0.20888870227336884,-50.18455088806152,8.773076007491909e-05,80000,176.10697960853577,454.2693320720746
6032,12.0,5.169239167481308,,,,,,,0.034366089180111886,2.0,0.19735506755113602,-50.559166076660155,8.703291205165442e-05,81000,179.31965517997742,451.70731517804273
6115,12.012048192771084,5.18725731508616,,,,,,,0.0335184475928545,2.0,0.18585984045267104,-50.93378126525879,5.720102232589852e-05,82000,182.46192073822021,449.4088392155323
6198,12.048192771084338,5.192605883369614,,,,,,,0.032691712513566014,2.0,0.1746824724674225,-51.30839645385742,5.284194956766441e-05,83000,185.4142780303955,447.64621625522045
6281,12.036144578313253,5.204922111971614,,,,,,,0.03188536924123764,2.0,0.1642935273051262,-51.68301165771484,5.140301227220334e-05,84000,188.34420037269592,445.9919648907724
6359,12.833333333333334,5.526176949074384,,,,,,,0.03109891476482153,2.0,0.15349398523569108,-52.057626846313475,6.486491227406077e-05,85000,190.31824851036072,446.6203354922778
6439,12.5,5.381709192758693,,,,,,,0.03033185789734125,2.0,0.14374661630392074,-52.43224203491211,6.674253111123108e-05,86000,192.16517162322998,447.53166910295545
6522,12.024096385542169,5.175121198172264,,,,,,,0.029583720602095128,2.0,0.1343711247444153,-52.80685722351074,6.812928583531174e-05,87000,194.01162695884705,448.42673278779364
6605,12.08433734939759,5.226436489037857,,,,,,,0.02885403607785702,2.0,0.12446842858195305,-53.18147241210937,5.698205079534091e-05,88000,196.48201966285706,447.87813231459523
6686,12.320987654320987,5.340190424234372,,,,,,,0.028142349720001222,2.0,0.11482960358262062,-53.556087615966796,5.131927836919203e-05,89000,199.6412217617035,445.79971618402794
6767,12.395061728395062,5.372309950571455,,,,,,,0.027448216699063777,2.0,0.10536832186579705,-53.93070280456543,5.12382080196403e-05,90000,202.8805375099182,443.61081207999155
6847,12.5375,5.422602738887505,,,,,,,0.02677120454609394,2.0,0.09626093590259552,-54.30531800842285,4.9797138170106335e-05,91000,205.88122868537903,442.0024136297692
6915,14.558823529411764,6.324803570284797,,,,,,,0.02611089088022709,2.0,0.08730747020244599,-54.679933197021484,7.627270155353471e-05,92000,209.0764491558075,440.0304308374778
6993,12.923076923076923,5.578445907793402,,,,,,,0.025466864109039308,2.0,0.07854454937577247,-55.05454837036133,8.02660684712464e-05,93000,212.3860218524933,437.8819245674771
7059,15.090909090909092,6.336608751942154,,,,,,,0.024838722370564937,2.0,0.06885539503395557,-55.42916357421875,6.141497382486705e-05,94000,215.39374327659607,436.4100765883932
7127,14.647058823529411,6.1182367535729085,,,,,,,0.024226073391735554,2.0,0.060277349695563316,-55.80377876281738,5.7409538712818175e-05,95000,217.76163721084595,436.2568229041051
7192,15.430769230769231,6.710340986363111,,,,,,,0.02362853566557169,2.0,0.05156399185955524,-56.178393966674804,6.944813879090362e-05,96000,219.6057960987091,437.14693193639397
7255,15.952380952380953,6.8737094553348586,,,,,,,0.023045736402273177,2.0,0.04225828003883362,-56.553009155273436,5.199368410103489e-05,97000,222.70098972320557,435.56160266984455
7316,16.24590163934426,7.104156258770777,,,,,,,0.022477312073111533,2.0,0.032888215214014055,-56.92762434387207,5.237736222625244e-05,98000,225.84019136428833,433.93516188587745
7378,16.177419354838708,7.054890606813193,,,,,,,0.021922906957566737,2.0,0.022862210296094417,-57.3022395324707,5.559357527818065e-05,99000,228.801043510437,432.6903342793714
7439,16.475409836065573,7.1087809554496735,,,,,,,0.02138217706233263,2.0,0.01286323464475572,-57.676854736328124,5.290918835089542e-05,100000,231.002028465271,432.89663153340695
7499,16.7,7.224329124717542,73.58057970978608,16.7,71.40154015932309,68.35505087703865,1.9376465068872726,100000.0,0.020854784309864045,2.0,0.003417163757607341,-58.05146992492676,5.1149592880392446e-05,101000,232.90723252296448,433.6490494774201
7553,18.425925925925927,7.687994117237788,,,,,,,0.020340399339795114,2.0,-0.004210697237867862,-58.42608511352539,8.739083318505436e-05,102000,234.7942442893982,434.4229148746883
7603,20.02,8.212777753312807,,,,,,,0.019838702008128165,2.0,-0.012515236981213092,-58.80070030212402,7.055421572295018e-05,103000,236.58865427970886,435.35477351431825
7649,21.76086956521739,8.962257703036245,,,,,,,0.019349379107356072,2.0,-0.021318874310702087,-59.17531549072265,6.170438004483003e-05,104000,238.2524220943451,436.5118267667275
7700,19.607843137254903,8.000546692274614,,,,,,,0.01887212524563074,2.0,-0.029127616435289383,-59.54993069458008,7.718963429215364e-05,105000,240.0270757675171,437.4506486997317
7752,19.076923076923077,8.129336623009694,,,,,,,0.01840659227967262,2.0,-0.037603930167853836,-59.92458666992187,6.389162082632538e-05,106000,241.66322326660156,438.626939453925
7802,19.68,8.618566669866865,,,,,,,0.01795178209990263,2.0,-0.046154849126935,-60.29987811279297,7.024734668084421e-05,107000,243.53742718696594,439.35751985199016
7833,33.03225806451613,15.362356006515514,,,,,,,0.017507956318557262,2.0,-0.056403651595115664,-60.67538739013672,7.196708903938998e-05,108000,246.59687638282776,437.96175192558434
7860,36.666666666666664,16.822485715028563,,,,,,,0.01707510372251272,2.0,-0.06616431707143784,-61.05089663696289,7.559460135234986e-05,109000,248.8395209312439,438.03331396911614
7886,38.57692307692308,17.727288735074268,,,,,,,0.016652952678501608,2.0,-0.07717353701591492,-61.42640591430664,7.542776789341588e-05,110000,251.6663043498993,437.08672197555563
7913,37.55555555555556,16.85853510557483,,,,,,,0.01624123826622963,2.0,-0.08922578445076942,-61.80191516113281,7.968023729335983e-05,111000,254.71133947372437,435.7874299171144
7936,42.47826086956522,19.81762556384099,,,,,,,0.015839702911674976,2.0,-0.10005323871970177,-62.177424438476564,8.028968337748666e-05,112000,258.0416612625122,434.0384395760792
7957,47.476190476190474,21.914365499389987,,,,,,,0.015448094859719276,2.0,-0.11150092899799346,-62.55293368530273,9.736061966395938e-05,113000,261.35001945495605,432.3703523560505
7978,48.04761904761905,22.852037326081955,,,,,,,0.015066168695688248,2.0,-0.12346727588772774,-62.928442962646486,9.543714438041206e-05,114000,263.63608050346375,432.41425749576877
7997,51.05263157894737,24.63722562929747,,,,,,,0.014693684741854668,2.0,-0.15706502959132196,-63.303952209472655,0.00011112612890428863,115000,265.50434732437134,433.13791717128635
8018,48.523809523809526,22.060758094334716,,,,,,,0.014330409869551659,2.0,-0.18797043472528457,-63.67946148681641,0.00012814508070005105,116000,267.5808172225952,433.5138863990459
8045,38.074074074074076,17.27872483435984,,,,,,,0.013976116377860308,2.0,-0.2143342294692993,-64.05497073364258,0.00015739922001375818,117000,270.7336926460266,432.15899305511556
8066,46.95238095238095,22.868210802102872,,,,,,,0.013630582086741925,2.0,-0.23678720420598984,-64.43048001098633,0.00017530840332619847,118000,274.1037404537201,430.4939429307905
8103,27.216216216216218,12.009273842517175,,,,,,,0.013293590344488621,2.0,-0.26069312381744386,-64.80598928833008,0.00018790304064168596,119000,277.1154088973999,429.4239734754661
8161,17.017241379310345,7.464251917081478,,,,,,,0.012964930303394795,2.0,-0.2822666748762131,-65.18149850463867,0.00020972162793623283,120000,280.2721209526062,428.15532130750853
8194,30.606060606060606,14.413207349983633,,,,,,,0.0126443958170712,2.0,-0.30173822700977326,-65.55700778198242,0.0002417241741786711,121000,283.67451572418213,426.5451892677197
8229,28.34285714285714,13.53448059427337,,,,,,,0.012331785783171654,2.0,-0.32206732308864594,-65.93251705932617,0.00028612737799994645,122000,286.8632311820984,425.2897783283889
8257,36.17857142857143,16.753124111194214,,,,,,,0.012026904668658972,2.0,-0.3438786301612854,-66.30802633666993,0.0003061399069847539,123000,289.9419059753418,424.22291315992305
8281,39.041666666666664,18.22010934679272,,,,,,,0.011729561008512975,2.0,-0.36479485416412355,-66.68353555297851,0.0003426283273147419,124000,293.264536857605,422.82643966668354
8300,55.36842105263158,26.793084491904313,,,,,,,0.011439568854868413,2.0,-0.38377501308918,-67.05904483032226,0.00037407064740546046,125000,296.5705683231354,421.48484492838594
8324,41.25,19.45529604713853,,,,,,,0.011156746171414851,2.0,-0.4030873725414276,-67.43455410766602,0.0003746133418171667,126000,299.62454319000244,420.52629820815105
8343,53.526315789473685,25.030065984870845,,,,,,,0.010880915220826863,2.0,-0.42255301010608676,-67.81006338500977,0.000391044509364292,127000,302.94767928123474,419.21430228915
8367,40.75,19.056434587657265,,,,,,,0.010611904300749302,2.0,-0.44148777723312377,-68.18557260131836,0.0004283982269698754,128000,305.5198495388031,418.95804869379896
8393,38.5,17.07548265226819,,,,,,,0.010349544014781713,2.0,-0.4623901245594025,-68.56108187866211,0.0004474222040735185,129000,307.057062625885,420.1173517938983
8412,52.05263157894737,22.683529555598927,,,,,,,0.010093670219182968,2.0,-0.48131567335128783,-68.93659115600586,0.0005007801956962794,130000,308.8290264606476,420.94488814692164
8426,67.35714285714286,30.277829088727355,,,,,,,0.009844122398644685,2.0,-0.5027132507562637,-69.31210043334961,0.0005529511097120121,131000,311.74769020080566,420.21161380736817
8441,69.0,33.550316693099504,,,,,,,0.009600744169205427,2.0,-0.5225549013614654,-69.6876096496582,0.0005763828807976097,132000,315.1666193008423,418.8260809245138
8457,63.9375,29.51914767481622,,,,,,,0.009363383062183856,2.0,-0.5380715774297714,-70.06311892700195,0.0006244799571577459,133000,318.5880482196808,417.4670102762001
8480,44.17391304347826,18.057530024167267,,,,,,,0.009131890214979649,2.0,-0.5547602331638336,-70.4386282043457,0.0006604215877596288,134000,321.9592442512512,416.2017472479492
8520,24.8,10.040322600847869,,,,,,,0.008906120724976064,2.0,-0.5716266949176788,-70.81413748168946,0.000708266926696524,135000,325.3234736919403,414.9715926365523
8542,45.13636363636363,19.634256442210173,,,,,,,0.008685932859778405,2.0,-0.5883950946331025,-71.18964669799804,0.0007894355989992619,136000,328.544442653656,413.9470413851074
8557,65.93333333333334,30.42174175041504,,,,,,,0.0084711889103055,2.0,-0.6047863669395447,-71.5651559753418,0.0008039104130584747,137000,331.9767827987671,412.6794616328476
8572,69.86666666666666,31.537850775326373,,,,,,,0.008261754047125577,2.0,-0.6209982481002808,-71.94066525268555,0.000841047658585012,138000,334.8509759902954,412.1236307938953
8587,66.53333333333333,30.39394808083242,,,,,,,0.008057496950030326,2.0,-0.6377892723083496,-72.3161745300293,0.0009095675472635776,139000,337.10922408103943,412.32926918245664
8602,63.733333333333334,31.04884092773835,,,,,,,0.007858289837837219,2.0,-0.6554295601844787,-72.69168374633789,0.0009423135842662304,140000,338.9577944278717,413.0307734516228
8612,95.0,45.160885287131904,,,,,,,0.007664007589221001,2.0,-0.6669522457122803,-73.06719302368164,0.0010019229853060097,141000,340.8935363292694,413.6188720921008
8627,72.13333333333334,34.30996961772433,,,,,,,0.007474528893828392,2.0,-0.6804607214927674,-73.44270230102539,0.0010280819230247288,142000,343.9116060733795,412.8967952587847
8642,67.13333333333334,32.213178816443126,,,,,,,0.007289734592661261,2.0,-0.698439819097519,-73.81821157836914,0.0011246383083052933,143000,347.25926327705383,411.7960703208378
8661,51.78947368421053,26.154949919150777,,,,,,,0.007109509035944939,2.0,-0.7161465449333191,-74.19372079467773,0.0011932987642940135,144000,350.7272412776947,410.5754644988792
8683,46.59090909090909,23.599871372272528,,,,,,,0.006933739248663187,2.0,-0.7317483451366424,-74.56923007202148,0.0012504004882648587,145000,354.16482615470886,409.41389232328805
8706,43.0,21.466112915202217,,,,,,,0.006762315096333623,2.0,-0.7545842533111572,-74.94473934936524,0.0012612030783202498,146000,357.29716324806213,408.62345133883974
8729,43.47826086956522,21.47116437060119,,,,,,,0.006595128932967782,2.0,-0.7683475937843323,-75.32024862670899,0.0013736798020545394,147000,360.6770532131195,407.5668210395951
8749,48.85,24.681906262120567,,,,,,,0.006432076264172792,2.0,-0.7864503087997436,-75.69575784301757,0.001385935116559267,148000,363.89848256111145,406.7068347149416
8768,53.578947368421055,26.12398124311049,,,,,,,0.006273054828867316,2.0,-0.8064544627666473,-76.07126712036133,0.0014355410323478282,149000,366.7162244319916,406.3087206757399
8781,76.92307692307692,33.5342499146799,,,,,,,0.006117964766919613,2.0,-0.8899386088848114,-76.44677639770508,0.0017781442953273654,150000,369.39844846725464,406.06559291841955
8792,89.0,39.99419460268694,576.3567738654586,96.5,417.9994479444611,294.73957195317325,87.4325602138547,150000.0,0.005966709110885858,2.0,-0.951339759349823,-76.82228567504883,0.0019233753136359156,151000,373.73065090179443,404.0342948474901
8811,51.578947368421055,24.734393916500125,,,,,,,0.005819192949682474,2.0,-1.0072746279239655,-77.19779489135742,0.0020503362407907843,152000,377.08121490478516,403.09618721892775
8829,58.72222222222222,28.22962177547296,,,,,,,0.0056753239873796706,2.0,-1.0496354496479035,-77.57330416870117,0.0021884248643182216,153000,380.42698979377747,402.1796668079163
8843,70.85714285714286,33.57653546441201,,,,,,,0.005535011822357774,2.0,-1.0865324926376343,-77.94881344604492,0.0022200669120065867,154000,383.7276568412781,401.32629810339495
8857,71.64285714285714,31.98079338767596,,,,,,,0.005398168558254838,2.0,-1.121699990272522,-78.32432272338868,0.00234901715349406,155000,387.0218825340271,400.4941503181602
8874,56.470588235294116,25.96055731626868,,,,,,,0.005264708643779158,2.0,-1.1449235014915466,-78.69983193969726,0.00246354288328439,156000,390.3915157318115,399.59884811422955
8896,45.86363636363637,20.91164438409264,,,,,,,0.005134548151865602,2.0,-1.1534991173744202,-79.07534121704101,0.002556301954202354,157000,393.69755387306213,398.7832752718111
8915,52.31578947368421,23.77544373137413,,,,,,,0.0050076057612895965,2.0,-1.164346920967102,-79.45085049438477,0.0026163023565895856,158000,396.695561170578,398.29031495530256
8927,77.0,34.23830574880586,,,,,,,0.004883801698684693,2.0,-1.1726164636611938,-79.82635977172852,0.002639030558988452,159000,398.76564931869507,398.73043295393427
8939,90.0,39.98115395761838,,,,,,,0.0047630584705621,2.0,-1.173497866153717,-80.2018689880371,0.002741191065404564,160000,401.7980818748474,398.20996470022226
8950,86.81818181818181,38.808939320529944,,,,,,,0.004645300423726439,2.0,-1.18054833984375,-80.57737826538086,0.0027941019106656312,161000,404.5988645553589,397.92499214483416
8962,86.16666666666667,40.31935281887554,,,,,,,0.004530453706160188,2.0,-1.178832061290741,-80.95288754272461,0.002846813831478357,162000,406.8964684009552,398.13567474949286
8974,82.91666666666667,37.803155926151454,,,,,,,0.004418446339666844,2.0,-1.1916899089813233,-81.32839682006836,0.00300725144892931,163000,410.0807771682739,397.4826645754088
8985,91.18181818181819,41.88568136369445,,,,,,,0.0043092082310467955,2.0,-1.1963903398513793,-81.70390603637695,0.003002008934505284,164000,413.249959230423,396.8542436287469
