episode/count,episode/length,episode/return,eval/max_return,eval/mean_length,eval/mean_return,eval/min_return,eval/std_return,eval/step,loss/entropy,loss/policy,loss/value,step,time/elapsed_sec,time/fps,train/lr
939,75.14285714285714,374.0006332526022,,,,,,,,,,40000,44.813233852386475,892.593472092616,0.00029939999999999996
954,65.46666666666667,315.41368339652496,,,,,,,6.977710425853729,-0.05197621686093044,289.3998020172119,41000,46.095027685165405,889.4668700501699,0.000299385
967,76.53846153846153,353.5415369087285,,,,,,,,,,42000,47.10213541984558,891.6793182651355,0.00029937
981,74.5,350.10703525040157,,,,,,,,,,43000,48.10347533226013,893.9063072468376,0.00029935499999999996
995,71.85714285714286,339.6553808651959,,,,,,,6.962003445625305,-0.05623446869431063,412.73062934875486,44000,49.381640672683716,891.0194031754668,0.00029934
1009,71.5,343.2088689119631,,,,,,,,,,45000,50.37909173965454,893.2276951825129,0.00029932499999999997
1022,78.53846153846153,366.40430995864466,,,,,,,6.943905436992646,-0.04599564529489726,322.11482124328614,46000,51.68132543563843,890.0700516531123,0.00029931
1036,68.78571428571429,316.2458046510209,,,,,,,,,,47000,52.67695903778076,892.2306993137331,0.000299295
1049,79.53846153846153,364.69947278765216,,,,,,,6.932242524623871,-0.056304840557277205,323.60675086975095,48000,53.96624732017517,889.4448360513535,0.00029927999999999997
1061,80.25,375.71939216376944,,,,,,,,,,49000,54.97966647148132,891.2385822750842,0.000299265
1073,85.41666666666667,402.05466053275677,,,,,,,6.918832767009735,-0.0556092924438417,257.02455558776853,50000,56.283801555633545,888.3550616348766,0.00029925
1087,72.85714285714286,342.49611743760516,379.94973981860744,66.7,351.4894542064336,332.50289062590195,14.802726896489881,50000.0,,,,51000,57.79990601539612,882.3543759122232,0.00029923499999999996
1100,73.23076923076923,344.0600478384998,,,,,,,6.89512289762497,-0.05550781978527084,274.13985443115234,52000,59.08067846298218,880.1523840417866,0.00029921999999999994
1114,73.14285714285714,345.45261190760965,,,,,,,,,,53000,60.15319871902466,881.0836518862909,0.000299205
1129,69.0,326.96218343513533,,,,,,,6.883439087867737,-0.05096099142974708,382.37209434509276,54000,61.447426557540894,878.8000250821417,0.00029918999999999996
1141,80.0,365.98891003152715,,,,,,,,,,55000,62.44435453414917,880.7841863418085,0.00029917499999999994
1152,87.45454545454545,412.1030271593398,,,,,,,6.881843173503876,-0.05578831750899553,288.2680946350098,56000,63.7297203540802,878.7109011127911,0.00029916
1166,75.71428571428571,354.7704097045948,,,,,,,,,,57000,64.72156500816345,880.6956381974151,0.00029914499999999996
1180,71.42857142857143,345.2280786250716,,,,,,,6.883258855342865,-0.055784483172465114,256.79228515625,58000,66.01726126670837,878.5581056699883,0.00029913
1194,70.78571428571429,328.8320766022584,,,,,,,,,,59000,67.01593351364136,880.3876467376272,0.00029911499999999997
1208,71.57142857142857,347.6160488730285,,,,,,,6.877096569538116,-0.05908162430860102,229.91432914733886,60000,68.39760851860046,877.2236529831775,0.00029909999999999995
1221,75.46153846153847,356.07747923782887,,,,,,,,,,61000,69.38876032829285,879.1049113919336,0.000299085
1235,72.57142857142857,348.14480387290354,,,,,,,6.870612645149231,-0.05712749266531318,214.97948875427247,62000,70.66192317008972,877.4173871656496,0.00029906999999999997
1249,72.85714285714286,350.8642088769273,,,,,,,,,,63000,71.63576292991638,879.4489989816256,0.000299055
1262,75.6923076923077,355.2402275245057,,,,,,,6.864029335975647,-0.05022803266183473,200.04585037231445,64000,72.92822766304016,877.5751454664108,0.00029904
1276,70.0,325.72475171844945,,,,,,,,,,65000,73.92017912864685,879.3268734762854,0.00029902499999999996
1288,82.91666666666667,393.1627667313089,,,,,,,6.858095228672028,-0.05572067010216415,211.86676940917968,66000,75.26101589202881,876.948035018357,0.00029901
1300,79.25,378.6896895710622,,,,,,,,,,67000,76.25883865356445,878.5866816615666,0.000298995
1314,74.21428571428571,354.96891108384483,,,,,,,6.846210932731628,-0.05696247182204388,231.5131130218506,68000,77.53074622154236,877.0713983029589,0.00029897999999999996
1327,79.6923076923077,387.67868655096595,,,,,,,,,,69000,78.52603149414062,878.6895082702425,0.000298965
1339,80.91666666666667,388.0524331731317,,,,,,,6.846488988399505,-0.050201285141520204,353.9354251861572,70000,79.80852842330933,877.0992446911903,0.00029895
1354,68.33333333333333,321.234591940525,,,,,,,,,,71000,80.78712725639343,878.852886731173,0.00029893499999999996
1367,77.84615384615384,372.8028415819445,,,,,,,6.845909464359283,-0.05217561343451962,361.8552848815918,72000,82.0759449005127,877.2363216442269,0.00029891999999999994
1379,80.41666666666667,391.66282961252926,,,,,,,,,,73000,83.06661343574524,878.8127621991946,0.00029890499999999997
1392,80.46153846153847,378.0535577809945,,,,,,,6.8394634366035465,-0.04979502470232546,236.58661651611328,74000,84.31922483444214,877.617176216888,0.00029888999999999995
1403,87.45454545454545,413.8539574009166,,,,,,,,,,75000,85.33260822296143,878.9137184701556,0.000298875
1416,78.0,374.32240825645624,,,,,,,6.832219517230987,-0.05361639623879455,288.12828254699707,76000,86.65574216842651,877.0336286807662,0.00029885999999999997
1430,70.28571428571429,327.3216401200171,,,,,,,,,,77000,87.641530752182,878.5789036219331,0.00029884499999999995
1442,80.58333333333333,377.71696235855933,,,,,,,6.826088523864746,-0.05682062513660639,312.4557708740234,78000,88.93875980377197,877.0079566219896,0.00029883
1456,72.71428571428571,351.73556279810055,,,,,,,,,,79000,89.92962050437927,878.4647322753126,0.00029881499999999996
1469,77.46153846153847,375.64436051630105,,,,,,,6.814965093135834,-0.05768153247772716,211.2810371398926,80000,91.21132493019104,877.0840689051313,0.0002988
1479,96.7,442.3552386735162,,,,,,,,,,81000,92.22128415107727,878.3221871786722,0.000298785
1491,86.08333333333333,411.3210397312589,,,,,,,6.802223432064056,-0.05546252718195319,343.65193061828614,82000,93.49717235565186,877.0318709541502,0.00029876999999999996
1503,81.33333333333333,392.25891134470635,,,,,,,,,,83000,94.48851323127747,878.4136522165686,0.000298755
1516,78.3076923076923,370.50049741156363,,,,,,,6.789403140544891,-0.05547502166009508,262.15748291015626,84000,95.78048300743103,877.0053915209735,0.00029874
1528,84.33333333333333,404.3831002982259,,,,,,,,,,85000,96.76941680908203,878.376689690069,0.00029872499999999996
1540,81.25,379.6318661056075,,,,,,,,,,86000,97.8379077911377,879.0048963801535,0.00029871
1552,82.16666666666667,394.64853517336195,,,,,,,6.781880033016205,-0.0568713391374331,212.40358848571776,87000,99.17348074913025,877.250645463132,0.00029869499999999997
1564,85.0,402.29333932702815,,,,,,,,,,88000,100.17028594017029,878.5040311511204,0.00029868
1577,80.6923076923077,393.1615916042202,,,,,,,6.782397627830505,-0.05950790090719238,192.3700960159302,89000,101.44588351249695,877.3150463915694,0.000298665
1589,75.91666666666667,351.5781808009253,,,,,,,,,,90000,102.44673776626587,878.5052795466916,0.00029864999999999997
1601,92.0,433.0914470980477,,,,,,,6.765219521522522,-0.054780034837312995,275.26715087890625,91000,103.7762885093689,876.8862454720044,0.00029863499999999995
1613,82.41666666666667,391.4388703478891,,,,,,,,,,92000,104.76246404647827,878.1771299230213,0.00029862
1624,84.9090909090909,403.51629832755447,,,,,,,6.760765218734742,-0.0557803763076663,297.449698638916,93000,106.07012224197388,876.778474788994,0.00029860499999999996
1637,82.15384615384616,374.751724993436,,,,,,,,,,94000,107.05978965759277,878.0140545823821,0.00029858999999999994
1647,92.1,439.91521761040246,,,,,,,6.759876537322998,-0.05344129679724574,357.98767509460447,95000,108.36784958839417,876.643768062499,0.000298575
1659,89.91666666666667,424.83392153103836,,,,,,,,,,96000,109.4703893661499,876.9494705906731,0.00029855999999999996
1670,87.0,391.2293458163565,,,,,,,6.7546281814575195,-0.04775721443584189,344.1756809234619,97000,110.97994232177734,874.0318112506885,0.00029854499999999994
1681,87.18181818181819,422.1114603572747,,,,,,,,,,98000,112.48107528686523,871.2576737914931,0.00029853
1693,89.16666666666667,416.76593557223765,,,,,,,6.75862535238266,-0.05386745164869353,228.72342491149902,99000,113.95668077468872,868.7511721733931,0.00029851499999999996
1704,89.0,426.65223962110554,,,,,,,,,,100000,115.29324626922607,867.3534941195586,0.0002985
1717,79.23076923076923,381.7069289382056,538.9588428596193,88.8,462.858603740729,388.9996830476378,55.83408106318054,100000.0,6.74952495098114,-0.05267732844222337,302.00831108093263,101000,117.78177070617676,857.5180980421728,0.00029848499999999997
1729,83.66666666666667,397.32349774935534,,,,,,,,,,102000,119.16822385787964,855.9328711791953,0.00029846999999999995
1741,78.25,364.85845419095136,,,,,,,6.746369886398315,-0.05488260578131303,200.29138660430908,103000,120.71626472473145,853.2404497013742,0.000298455
1753,87.5,411.86400209183256,,,,,,,,,,104000,121.7441155910492,854.2507331471077,0.00029843999999999997
1764,87.81818181818181,419.1587512441823,,,,,,,6.753819942474365,-0.05006988067761995,444.9854911804199,105000,123.24501395225525,851.9614435735039,0.000298425
1775,86.72727272727273,410.41857542983723,,,,,,,,,,106000,124.33737969398499,852.5191721176984,0.00029841
1786,93.0,440.56708667889956,,,,,,,6.747751140594483,-0.05440210637170821,247.96805114746093,107000,125.97569012641907,849.3702228789016,0.00029839499999999996
1797,93.63636363636364,433.51768743082744,,,,,,,,,,108000,127.38236236572266,847.841082503442,0.00029838
1809,83.75,392.7582177313622,,,,,,,6.740456128120423,-0.05463691845070571,211.94900188446044,109000,129.064847946167,844.5366940304609,0.000298365
1820,89.72727272727273,431.16398788913665,,,,,,,,,,110000,130.09794235229492,845.5168314816902,0.00029835
1831,90.0909090909091,424.3008319892758,,,,,,,6.7301268696784975,-0.05404841541312635,178.49467105865477,111000,131.50776934623718,844.0565949206866,0.00029833499999999994
1843,86.33333333333333,418.354877173523,,,,,,,,,,112000,133.04992055892944,841.7893038154339,0.00029832
1853,102.4,478.48617206108827,,,,,,,6.723349916934967,-0.055578820686787364,235.9971866607666,113000,134.93015456199646,837.4703220848962,0.00029830499999999996
1863,93.9,440.91061268672763,,,,,,,,,,114000,136.00293803215027,838.2171859629318,0.00029828999999999994
1873,104.9,497.2757949996124,,,,,,,6.721141612529754,-0.05674502389738336,225.51005420684814,115000,137.58417797088623,835.8519249526992,0.00029827499999999997
1885,84.5,405.34665823581986,,,,,,,,,,116000,138.72396779060364,836.1929221567232,0.00029825999999999995
1895,92.8,450.29698676837995,,,,,,,6.720673954486847,-0.053281178855104375,221.5805507659912,117000,140.06320762634277,835.3371451561338,0.000298245
1906,91.18181818181819,432.91082945104887,,,,,,,,,,118000,141.09553027153015,836.3128142536893,0.00029822999999999997
1917,94.18181818181819,452.3678186356167,,,,,,,6.722453534603119,-0.05081224052701146,196.62129077911376,119000,142.82888436317444,833.164807878887,0.00029821499999999995
1928,89.63636363636364,419.69535399611783,,,,,,,,,,120000,144.0390465259552,833.1074308963614,0.0002982
1939,94.45454545454545,431.7413018832304,,,,,,,6.728690719604492,-0.05731040765531361,230.53838806152345,121000,145.52905941009521,831.4490624104614,0.00029818499999999996
1948,103.66666666666667,465.93869084422465,,,,,,,,,,122000,146.69713258743286,831.6454306104918,0.00029817
1961,80.61538461538461,381.068125311194,,,,,,,6.733233916759491,-0.05035550050670281,345.30005874633787,123000,148.22264981269836,829.8326885629762,0.000298155
1974,78.07692307692308,361.30298785429517,,,,,,,,,,124000,149.47521662712097,829.5689599790236,0.00029813999999999996
1986,83.66666666666667,395.47198673723506,,,,,,,6.728361189365387,-0.05498776976019144,227.90789070129395,125000,150.82952785491943,828.7501908793055,0.000298125
1997,88.81818181818181,435.5611297453457,,,,,,,,,,126000,151.84801840782166,829.7770449766355,0.00029811
2008,90.18181818181819,418.4458168186821,,,,,,,6.723338234424591,-0.05333758752094582,173.17425537109375,127000,153.1823136806488,829.0774368688991,0.00029809499999999996
2019,92.63636363636364,440.26853394552387,,,,,,,,,,128000,154.1955485343933,830.1147550407371,0.00029808
2030,88.0909090909091,418.43191867642804,,,,,,,,,,129000,155.21159267425537,831.1234861865893,0.00029806499999999997
2042,83.66666666666667,394.0163185858885,,,,,,,6.726579284667968,-0.05409060248639434,193.31177768707275,130000,156.50598168373108,830.6391781414806,0.00029805
2054,87.41666666666667,403.8722362030464,,,,,,,,,,131000,157.51894354820251,831.6460042782891,0.00029803499999999993
2064,99.2,467.74058265556687,,,,,,,6.721452260017395,-0.053809037106111644,205.2485507965088,132000,158.82845854759216,831.0853181292247,0.00029801999999999997
2074,92.4,420.40865405939746,,,,,,,,,,133000,160.1370017528534,830.5388420176922,0.00029800499999999995
2086,90.58333333333333,420.4202931458435,,,,,,,6.702756595611572,-0.05500010643154383,181.80084190368652,134000,161.85575556755066,827.8976520181574,0.00029799
2096,97.3,459.45890367971276,,,,,,,,,,135000,163.29979991912842,826.7003392953119,0.00029797499999999997
2107,90.18181818181819,428.834368866865,,,,,,,6.696950745582581,-0.05524069052189588,177.56085929870605,136000,164.63087224960327,826.0905025990818,0.00029795999999999995
2118,92.0909090909091,413.26330211882015,,,,,,,,,,137000,165.848886013031,826.0531818660253,0.000297945
2129,92.45454545454545,443.91366164009156,,,,,,,6.696970880031586,-0.05377652153838426,159.2663999557495,138000,167.52204155921936,823.772195679795,0.00029792999999999996
2138,98.22222222222223,462.09770274463085,,,,,,,,,,139000,168.5379536151886,824.7400482704885,0.000297915
2149,93.18181818181819,436.2610682197446,,,,,,,6.694342088699341,-0.05743836059700698,228.39643058776855,140000,170.01984214782715,823.4333018511699,0.0002979
2158,114.33333333333333,529.6633825669301,,,,,,,,,,141000,171.2265498638153,823.47042624023,0.00029788499999999996
2167,114.33333333333333,530.2592668612958,,,,,,,6.699541890621186,-0.06028721201000735,210.62133445739747,142000,172.71970891952515,822.1412651069352,0.00029787
2178,92.0,433.7757725232114,,,,,,,,,,143000,173.92288494110107,822.2034728116826,0.000297855
2188,96.6,443.6665659069955,,,,,,,6.699082732200623,-0.05694793469738215,230.3222568511963,144000,175.31385445594788,821.384028358031,0.00029783999999999995
2199,85.81818181818181,403.31755911457645,,,,,,,,,,145000,176.42828106880188,821.8637007717274,0.000297825
2210,99.72727272727273,459.184046358605,,,,,,,6.699554812908173,-0.052489105402491985,224.09087677001952,146000,178.14207935333252,819.570539032606,0.00029780999999999997
2220,99.5,481.6318708764794,,,,,,,,,,147000,179.491544008255,818.9800851745936,0.000297795
2230,99.9,454.086649565358,,,,,,,6.702925324440002,-0.054218788875732574,182.00651092529296,148000,181.1251904964447,817.1143925058016,0.00029778
2241,90.63636363636364,426.9782691670769,,,,,,,,,,149000,182.36114263534546,817.0600263124292,0.00029776499999999997
2251,95.3,434.49184585547755,,,,,,,6.708088898658753,-0.05003196069737896,202.49915142059325,150000,183.8481764793396,815.8906053487924,0.00029775
2261,101.9,479.79966023153054,633.3872453629601,91.9,461.4199572878304,385.07644801386556,67.8684960841108,150000.0,,,,151000,185.77257299423218,812.821815223974,0.000297735
2271,103.7,492.3413363166731,,,,,,,6.710351872444153,-0.05567302686395124,202.57491092681886,152000,187.25438570976257,811.7299865841029,0.00029771999999999996
2281,93.6,438.37413336271646,,,,,,,,,,153000,188.48460412025452,811.7373867967747,0.00029770499999999994
2291,104.9,488.01104355907154,,,,,,,6.713280260562897,-0.05572023724671453,191.04109745025636,154000,189.94458293914795,810.7627899519334,0.00029769
2301,101.9,485.16009672479987,,,,,,,,,,155000,190.95248889923096,811.720239382668,0.00029767499999999996
2312,92.0,438.10781896192907,,,,,,,6.716418206691742,-0.05253139061387628,205.56218948364258,156000,192.25052523612976,811.4412161339719,0.00029765999999999994
2322,95.7,456.2903977512641,,,,,,,,,,157000,193.30476832389832,812.1889664766746,0.000297645
2332,102.4,483.51550922628167,,,,,,,6.720773446559906,-0.056835835392121226,177.44972343444823,158000,194.63205218315125,811.7881830240375,0.00029762999999999995
2342,99.0,476.0708777606087,,,,,,,,,,159000,195.6879141330719,812.5182421428267,0.000297615
2354,80.5,376.2454543761035,,,,,,,6.718606126308441,-0.04631900922395289,254.10225143432618,160000,197.02588438987732,812.0760401379038,0.00029759999999999997
2365,92.81818181818181,443.3118911493299,,,,,,,,,,161000,198.09600472450256,812.737239319425,0.00029758499999999995
2376,93.81818181818181,435.37922807706195,,,,,,,6.707601630687714,-0.05240977467037737,218.90456829071044,162000,199.4973165988922,812.0409976526951,0.00029757
2387,91.36363636363636,426.35841244455355,,,,,,,,,,163000,200.5549337863922,812.7449019708916,0.00029755499999999997
2396,101.44444444444444,467.35340399567616,,,,,,,6.7007495880126955,-0.05483120902790688,167.93471240997314,164000,201.96239137649536,812.0323733653637,0.00029754
2406,103.2,483.07848219044627,,,,,,,,,,165000,203.00581216812134,812.7846106364361,0.000297525
2416,101.5,468.13781066834844,,,,,,,6.700898611545563,-0.05560334486945066,178.93845310211182,166000,204.38289523124695,812.2010396818237,0.00029750999999999996
2425,103.88888888888889,518.9949166902938,,,,,,,,,,167000,205.4363157749176,812.9039861821236,0.000297495
2434,122.77777777777777,568.2797372050259,,,,,,,6.700046086311341,-0.05876235010800883,265.5653553009033,168000,206.80683517456055,812.3522603022059,0.00029748
2442,106.25,511.43198514840697,,,,,,,,,,169000,207.83970189094543,813.1266474230952,0.000297465
2454,88.33333333333333,424.3588102935355,,,,,,,6.697872674465179,-0.05335681652650237,250.41530723571776,170000,209.20264601707458,812.6092247711103,0.00029745
2466,85.66666666666667,416.09430793098545,,,,,,,,,,171000,210.25302934646606,813.305760832664,0.000297435
2476,103.3,486.9688279250575,,,,,,,,,,172000,211.28606843948364,814.0621919389072,0.00029741999999999995
2486,96.4,459.0395286282727,,,,,,,6.689451992511749,-0.05453742196550593,192.56431312561034,173000,212.6306848526001,813.617282566376,0.00029740499999999994
2497,97.18181818181819,471.4346274388063,,,,,,,,,,174000,213.66002368927002,814.3778934193681,0.00029738999999999997
2508,90.9090909090909,433.6506826950099,,,,,,,6.684347772598267,-0.057320531387813387,202.718581199646,175000,215.04437899589539,813.7855117028671,0.00029737499999999995
2518,90.8,426.5455830013404,,,,,,,,,,176000,216.081871509552,814.5060886897207,0.00029736
2529,89.18181818181819,427.3098980553552,,,,,,,6.674915337562561,-0.05475367562612519,202.78867950439454,177000,217.48303937911987,813.8565678744759,0.00029734499999999997
2539,106.0,516.0291900660968,,,,,,,,,,178000,218.5652358531952,814.4021591775837,0.00029732999999999995
2550,93.0,453.1263749391839,,,,,,,6.672054326534271,-0.056346244306769225,206.93551483154297,179000,219.93090796470642,813.8919702396953,0.000297315
2560,102.4,486.7214683893147,,,,,,,,,,180000,220.97708463668823,814.5640996935982,0.00029729999999999996
2570,89.8,434.78220785736187,,,,,,,6.656954407691956,-0.05758758002775721,207.09944229125978,181000,222.74323987960815,812.594806907854,0.000297285
2581,93.0909090909091,447.76234167786737,,,,,,,,,,182000,224.08209013938904,812.2023490890678,0.00029727
2591,100.0,483.63221446141506,,,,,,,6.642125570774079,-0.05403325777151622,196.3304588317871,183000,225.7412624359131,810.6626056100527,0.00029725499999999996
2601,106.6,508.59525742886626,,,,,,,,,,184000,227.04502987861633,810.411926208518,0.00029724
2612,87.0909090909091,417.0991821138575,,,,,,,6.634551250934601,-0.05275055498350412,214.54038200378417,185000,228.57342052459717,809.3679465241753,0.000297225
2622,102.5,483.81010614640974,,,,,,,,,,186000,229.67299342155457,809.8470666013625,0.00029720999999999995
2632,99.5,469.589929406176,,,,,,,6.6304516911506655,-0.05414008868392557,163.08173027038575,187000,231.25354170799255,808.6362639847817,0.000297195
2643,92.0,433.7171431038542,,,,,,,,,,188000,232.3070149421692,809.2738828691892,0.00029717999999999997
2653,101.1,459.95018196855455,,,,,,,6.626187109947205,-0.04666733372141607,332.36216621398927,189000,233.6666522026062,808.8445579137372,0.000297165
2662,92.33333333333333,436.9426368202155,,,,,,,,,,190000,234.90119981765747,808.8507004114406,0.00029715
2673,103.9090909090909,496.64420434159234,,,,,,,6.628281652927399,-0.049100578122306615,241.8230381011963,191000,236.34844398498535,808.1288659219342,0.00029713499999999997
2683,97.3,466.2121423350066,,,,,,,,,,192000,237.48588967323303,808.4690853177888,0.00029711999999999995
2693,105.4,502.31546829479504,,,,,,,6.618265998363495,-0.052622077439446004,241.5312557220459,193000,238.86214303970337,807.9974396274247,0.000297105
2702,108.44444444444444,519.1515021214141,,,,,,,,,,194000,239.88316583633423,808.7270289419181,0.00029708999999999996
2712,92.8,431.42942058886837,,,,,,,6.6041579127311705,-0.04985834606923163,315.6238098144531,195000,241.26484775543213,808.24041220323,0.00029707499999999994
2724,90.83333333333333,433.1483330495321,,,,,,,,,,196000,242.35326671600342,808.7367777455152,0.00029706
2733,108.88888888888889,513.0373846788023,,,,,,,6.598494005203247,-0.045581340996432115,384.70339279174806,197000,244.21797227859497,806.6564395812343,0.00029704499999999996
2744,92.0909090909091,445.4460023430195,,,,,,,,,,198000,245.48950338363647,806.5517965979071,0.00029703
2753,108.44444444444444,513.0217048940608,,,,,,,6.5914486169815065,-0.0562520767794922,217.63513412475587,199000,247.5555648803711,803.8599338139092,0.000297015
2763,100.3,478.36067736842836,,,,,,,,,,200000,248.787024974823,803.9004446483485,0.00029699999999999996
2773,98.6,487.374171008541,689.4034881721079,108.9,541.6607742695594,411.3556981843482,91.30679556482751,200000.0,6.598488521575928,-0.057468626322224735,196.99500255584718,201000,251.05791926383972,800.6120682804143,0.000296985
2783,100.8,488.0951896713594,,,,,,,,,,202000,252.32852578163147,800.5436538507483,0.00029696999999999997
2794,95.54545454545455,456.2243050972083,,,,,,,6.603696835041046,-0.05372509100707248,200.33483810424804,203000,253.77756905555725,799.9130922227371,0.00029695499999999995
2804,97.7,464.6452537411084,,,,,,,,,,204000,254.80631279945374,800.6081080124533,0.00029694
2813,107.77777777777777,502.5031661480441,,,,,,,6.603219902515411,-0.05329183260910213,220.39427032470704,205000,256.1574754714966,800.2889614002734,0.00029692499999999997
2824,96.18181818181819,463.44521224502483,,,,,,,,,,206000,257.22111105918884,800.8673905175598,0.00029691
2834,98.5,471.97966297313906,,,,,,,6.600727272033692,-0.05286091125453822,244.66669845581055,207000,258.60007309913635,800.4638108537771,0.000296895
2844,98.6,453.767548991632,,,,,,,,,,208000,259.62998819351196,801.1401203969158,0.00029687999999999996
2854,98.9,467.4449202513132,,,,,,,6.600794100761414,-0.054253253887873144,272.18247985839844,209000,260.9962329864502,800.7778411531724,0.000296865
2864,96.2,458.41364826136106,,,,,,,,,,210000,262.00734186172485,801.5042575059905,0.00029685
2874,105.5,507.1678444822366,,,,,,,6.605092597007752,-0.054668682743795216,239.14434661865235,211000,263.30592107772827,801.3492409755287,0.000296835
2883,106.33333333333333,477.4733059447044,,,,,,,,,,212000,264.33210730552673,802.021374402925,0.00029681999999999994
